JobID,JobName,JobCode,MoldDesignID,InstructionID,ProcessingItemID,ResponsiblePersonID,MachiningCustomerID,OutsourcingID,MoldID,JobType,JobStartDate,JobEndDate,JobQuantity,JobStatus,JobDescription,JobNote,IDMaKhuonThietKe,IDVatLieuNhua,YearPeriod,MonthPeriod,Approved,DeliveryDeadline,ReleasePeriod,BeginDate,DateEntry,PostProductionFeedback,AnhKhuonJob,NgayChupAnhKhuonJob,KhoiLuongKhuonJob,NoiGCkhuon,FormingLocation,MoldShippingDate,TeflonWaiting,InventoryCheckUponReProduction,DrawingChecUponReProduction,ToleranceX,ToleranceY,SeparateCutter,QuantitySentToTheOffice,NoiNhan,PriceQuote,UnitPrice,LoaiThungDong,BaoNilon,PocketTEST,ProductionCommunication,PlugAri,TrayWeight,IsSelected,JobFolderLink,Vt1,Split1,Split1Right,Vt2,Split2,Split2Right,Vt3,Split3,Split3Right,JobCodeAuto
206,HKS-012,HKS012,565,,1,1,2,,4416,,9/22/2022,10/1/2022,1,,,,HKS-012,,,,TRUE,10/5/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,HKS,012,0,012,012,0,012,012,HKS012
207,HKS-012 TEST,HKS012TEST,565,,2,1,2,,4416,,,8/23/2022,1,,,,HKS-012,,,,TRUE,8/23/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,HKS,012 TEST,0,012 TEST,012 TEST,0,012 TEST,012 TEST,HKS012 TEST
208,IWD-001,IWD001,604,,7,6,2,,988,,2/27/2023,,1,,,,IWD-001,,2023,,TRUE,2/28/2023,修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,IWD,001,0,001,001,0,001,001,IWD001
209,JAE - スタキング,JAEスタキング,610,,7,8,2,,4414,,8/3/2023,,1,,,,JAE - スタキング,,2023,,TRUE,,4.修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,5,JAE,スタキング,0,スタキング,スタキング,0,スタキング,スタキング,JAE  スタキング
210,JAE-004,JAE004,614,,6,2,2,,299,,3/2/2023,,1,,,,JAE-004,,2023,,TRUE,,再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,004,0,004,004,0,004,004,JAE004
211,JAE-005,JAE005,615,,6,1,2,,2988,,9/22/2022,9/22/2022,1,,,,JAE-005,,,,TRUE,9/22/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,005,0,005,005,0,005,005,JAE005
212,JAE-020,JAE020,624,,18,8,2,,369,,8/18/2023,,1,,,,JAE-020,,2023,,TRUE,8/18/2023,4.修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,020,0,020,020,0,020,020,JAE020
213,JAE-045,JAE045,639,,1,1,2,,2989,,,,1,,,,JAE-045,,2023,1,TRUE,,新規金型,1/30/2023,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,045,0,045,045,0,045,045,JAE045
214,JAE-047,JAE047,641,,1,1,2,,2990,,,,1,,,,JAE-047,,2023,2,TRUE,,新規金型,2/1/2023,,"Cai tien lai phan khoan chung, dat them lo",,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,047,0,047,047,0,047,047,JAE047
215,JAE-070,JAE070,653,,1,1,2,,297,,,,1,,,,JAE-070M,,2023,8,TRUE,8/29/2023,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,070,0,070,070,0,070,070,JAE070
216,JAE-090,JAE090,660,,6,9,3,,284,,7/25/2023,,1,,,,JAE-090,,,,TRUE,7/27/2023,3.再製作,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,090,0,090,090,0,090,090,JAE090
217,JAE-090 SX,JAE090SX,660,,1,9,3,3,284,,9/1/2023,,1,,坂田工場の再製作,,JAE-090,,2023,9,TRUE,9/4/2023,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,090 SX,0,090 SX,090 SX,0,090 SX,090 SX,JAE090 SX
218,JAE-112,JAE112,666,,1,1,2,,4390,,,,1,,,,JAE-112M,,2023,8,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,112,0,112,112,0,112,112,JAE112
219,JAE-131,JAE131,680,,7,6,2,,2991,,2/24/2023,,1,,,,JAE-131,,2023,,TRUE,2/27/2023,再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,131,0,131,131,0,131,131,JAE131
220,JAE-135,JAE135,683,,,,2,,2993,,,,1,,,,JAE-135,,,,TRUE,11/7/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,135,0,135,135,0,135,135,JAE135
221,JAE-153R,JAE153R,693,,1,1,2,,3065,,7/11/2024,,1,,,,JAE-153R,,2024,7,TRUE,7/24/2024,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,153R,0,153R,153R,0,153R,153R,JAE153R
222,JAE-161,JAE161,700,,13,4,2,,2996,,11/19/2022,,1,,,,JAE-161,,,,TRUE,11/19/2022,新規,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,161,0,161,161,0,161,161,JAE161
223,JAE-173,JAE173,708,,1,1,2,,2868,,,8/26/2022,1,,,,JAE-173,,,,TRUE,8/30/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,173,0,173,173,0,173,173,JAE173
224,JAE-180,JAE180,712,,1,5,2,,2223,,10/5/2023,,1,,,,JAE-180,,2023,0,TRUE,,,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,180,0,180,180,0,180,180,JAE180
225,JAE-223,JAE223,750,,7,,2,,1956,,,,1,,,,JAE-223,,,,TRUE,11/12/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,223,0,223,223,0,223,223,JAE223
226,JAE-225,JAE225,752,,7,5,2,,1957,,11/30/2022,,1,,,,JAE-225,,,,TRUE,11/30/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,225,0,225,225,0,225,225,JAE225
227,JAE-235,JAE235,762,,7,9,3,,2997,,6/21/2023,,1,,,,JAE-235,,2023,,TRUE,6/21/2023,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,235,0,235,235,0,235,235,JAE235
228,JAE-261,JAE261,785,,,1,2,,379,,8/17/2022,8/25/2022,1,,,,JAE-261,,,,TRUE,8/29/2022,,,8/23/2022,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,261,0,261,261,0,261,261,JAE261
229,JAE-262,JAE262,786,,7,5,2,,386,,5/31/2024,,1,,,,JAE-262,,2024,0,TRUE,5/31/2024,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,262,0,262,262,0,262,262,JAE262
230,JAE-265,JAE265,789,,1,1,2,,2218,,11/8/2023,,1,,テフロン加工出し11/9,,JAE-265,,2023,0,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,265,0,265,265,0,265,265,JAE265
231,JAE-266,JAE266,790,,7,1,2,,330,,,,1,,,,JAE-266,,,,TRUE,,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,266,0,266,266,0,266,266,JAE266
232,JAE-267,JAE267,791,,1,1,2,,1985,,11/21/2022,,1,,,,JAE-267,,2022,11,TRUE,11/29/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,267,0,267,267,0,267,267,JAE267
233,JAE-268,JAE268,792,,1,1,2,,307,,10/17/2022,,1,,,,JAE-268,,,,TRUE,11/11/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,268,0,268,268,0,268,268,JAE268
234,JAE-269,JAE269,793,,1,1,2,,279,,10/29/2022,,1,,,,JAE-269,,,,TRUE,11/30/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,269,0,269,269,0,269,269,JAE269
235,JAE-270,JAE270,794,,1,1,2,,3000,,,,1,,,,JAE-270,,,,TRUE,12/7/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,270,0,270,270,0,270,270,JAE270
236,JAE-271,JAE271,795,,1,1,2,,3001,,11/25/2022,,1,,,,JAE-271,,,,TRUE,12/8/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,271,0,271,271,0,271,271,JAE271
237,JAE-272,JAE272,796,,1,1,2,,3002,,11/28/2022,,1,,,,JAE-272,,,,TRUE,12/9/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,272,0,272,272,0,272,272,JAE272
238,JAE-273,JAE273,797,,1,1,2,,3003,,11/28/2022,,1,,,,JAE-273,,,,TRUE,12/10/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,273,0,273,273,0,273,273,JAE273
239,JAE-274,JAE274,798,,1,1,2,,3004,,,,1,,,,JAE-274,,2022,11,TRUE,12/12/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,274,0,274,274,0,274,274,JAE274
240,JAE-275,JAE275,799,,1,1,2,,406,,1/19/2023,,1,,,,JAE-275,,2023,1,TRUE,2/9/2023,新規金型,,,,20230127_011409000_iOS.png,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,275,0,275,275,0,275,275,JAE275
241,JAE-276,JAE276,800,,1,1,2,,1169,,2/3/2023,,1,,,,JAE-276,,2023,2,TRUE,2/13/2023,新規金型,2/6/2023,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,JAE,276,0,276,276,0,276,276,JAE276
242,JAE-278,JAE278,801,,1,1,2,,358,,2/15/2023,,1,,,,JAE-278,,2023,2,TRUE,2/24/2023,新規金型,2/15/2023,,,,,,1. 社内,1. 社内,,FALSE,No,No,,,No,0,メール通り,TRUE,85,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,278,0,278,278,0,278,278,JAE278
243,JAE-279,JAE279,802,,1,1,2,,287,,2/15/2023,,1,,,,JAE-279,,2023,2,TRUE,2/25/2023,新規金型,2/15/2023,,,,,,1. 社内,1. 社内,,FALSE,No,No,,,No,,メール通り,TRUE,87,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,279,0,279,279,0,279,279,JAE279
244,JAE-280,JAE280,803,,1,1,2,,377,,3/10/2023,,1,,,,JAE-280,,2023,3,TRUE,3/24/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,135.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,280,0,280,280,0,280,280,JAE280
245,JAE-281,JAE281,804,,1,1,2,,726,,3/8/2023,,1,,,,JAE-281,,2023,3,TRUE,3/17/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,250.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,281,0,281,281,0,281,281,JAE281
246,JAE-282,JAE282,805,,1,1,2,,725,,3/8/2023,,1,,,,JAE-282,,2023,3,TRUE,3/20/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,250.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,282,0,282,282,0,282,282,JAE282
247,JAE-283,JAE283,806,,1,1,2,,384,,3/24/2023,,1,,,,JAE-283,,2023,3,TRUE,4/6/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,135.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,283,0,283,283,0,283,283,JAE283
248,JAE-284,JAE284,807,,1,1,2,,361,,3/27/2023,,1,,,,JAE-284,,2023,3,TRUE,4/7/2023,新規金型,3/27/2023,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,283.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,284,0,284,284,0,284,284,JAE284
249,JAE-285,JAE285,808,,1,1,2,,1121,,3/14/2023,,1,,,,JAE-285,,2023,3,TRUE,3/27/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,283.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,285,0,285,285,0,285,285,JAE285
250,JAE-285 R3,JAE285R3,808,,1,1,2,,1121,,2/5/2024,,1,,,,JAE-285,,2024,2,TRUE,2/5/2024,4.修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,285 R3,0,285 R3,285 R3,0,285 R3,285 R3,JAE285 R3
251,JAE-286 A/B,JAE286A/B,810,,1,1,2,,3005,,3/31/2023,,1,,,,JAE-286 A/B,,2023,3,TRUE,4/11/2023,新規金型,3/31/2023,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,135.8,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,286 A/B,0,286 A/B,286 A/B,0,286 A/B,286 A/B,JAE286 A/B
252,JAE-287 A/B,JAE287A/B,812,,1,1,2,,3006,,,,1,,,,JAE-287 A/B,,2023,4,TRUE,4/12/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,135.8,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,287 A/B,0,287 A/B,287 A/B,0,287 A/B,287 A/B,JAE287 A/B
253,JAE-288 A/B,JAE288A/B,813,,1,1,2,,4643,,,,1,,,,JAE-288 A/B,,2023,4,TRUE,4/13/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,133,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,288 A/B,0,288 A/B,288 A/B,0,288 A/B,288 A/B,JAE288 A/B
254,JAE-289,JAE289,814,,1,1,2,,1828,,,,1,,,,JAE-289,,2023,4,TRUE,5/11/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,294,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,289,0,289,289,0,289,289,JAE289
255,JAE-290,JAE290,815,,1,1,2,,396,,,,1,,,,JAE-290,,2023,6,TRUE,7/12/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,269.5,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,290,0,290,290,0,290,290,JAE290
256,JAE-291 R2,JAE291R2,817,,1,1,2,,321,,6/15/2023,,1,,,,JAE-291M R2,,2023,6,TRUE,6/22/2023,1.新規金型,,,,JAE 291.png,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,67.9,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,291 R2,0,291 R2,291 R2,0,291 R2,291 R2,JAE291 R2
257,JAE-292,JAE292,818,,1,1,2,,1167,,6/28/2023,,1,,,,JAE-292,,2023,6,TRUE,7/13/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,152.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,292,0,292,292,0,292,292,JAE292
258,JAE-293,JAE293,819,,1,1,2,,1127,,6/28/2023,,1,,,,JAE-293,,2023,6,TRUE,7/5/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,152.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,293,0,293,293,0,293,293,JAE293
259,JAE-294,JAE294,820,,1,1,2,,398,,7/3/2023,,1,,,,JAE-294,,2023,7,TRUE,7/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,46.2,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,294,0,294,294,0,294,294,JAE294
260,JAE-295,JAE295,821,,1,1,2,,401,,7/3/2023,,1,,,,JAE-295,,2023,7,TRUE,7/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,46.2,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,295,0,295,295,0,295,295,JAE295
261,JAE-296 R1,JAE296R1,822,,1,1,2,,2869,,9/11/2023,,1,,,,JAE-296,,2023,9,TRUE,9/14/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,404.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,296 R1,0,296 R1,296 R1,0,296 R1,296 R1,JAE296 R1
262,JAE-296D,JAE296D,823,,2,1,2,,4402,,8/10/2023,,1,,,,JAE-296D,,2023,8,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,296D,0,296D,296D,0,296D,296D,JAE296D
263,JAE-297,JAE297,824,,1,1,2,,706,,8/16/2023,,1,,,,JAE-297,,2023,8,TRUE,8/28/2023,1.新規金型,,,,JAE-297 K.JPG;JAE-297 P.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,297,0,297,297,0,297,297,JAE297
264,JAE-298,JAE298,825,,1,1,2,,705,,8/16/2023,,1,,,,JAE-298,,2023,8,TRUE,8/29/2023,1.新規金型,,,,JAE-298 K.JPG;JAE-298 P.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,184.8,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,298,0,298,298,0,298,298,JAE298
265,JAE-299,JAE299,827,,1,1,2,,1165,,8/24/2023,,1,,,,JAE-299M,,2023,8,TRUE,9/14/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,138.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,299,0,299,299,0,299,299,JAE299
266,JAE-300,JAE300,828,,1,1,2,,387,,,,1,,,,JAE-300,,2023,9,TRUE,10/5/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,240.8,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,300,0,300,300,0,300,300,JAE300
267,JAE-301,JAE301,829,,1,1,2,,400,,,,1,,,,JAE-301,,2023,9,TRUE,10/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,147.7,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,301,0,301,301,0,301,301,JAE301
268,JAE-302 R1,JAE302R1,831,,1,1,2,,394,,9/22/2023,,1,,,,JAE-302M R1,,2023,9,TRUE,9/30/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,152.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,302 R1,0,302 R1,302 R1,0,302 R1,302 R1,JAE302 R1
269,JAE-303 R2,JAE303R2,833,,1,1,2,,272,,,,1,,,,JAE-303M,,2023,10,TRUE,10/30/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,303 R2,0,303 R2,303 R2,0,303 R2,303 R2,JAE303 R2
270,JAE-304,JAE304,834,,1,1,2,,273,,11/1/2023,,1,,,,JAE-304,,2023,11,TRUE,11/15/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,114.8,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,304,0,304,304,0,304,304,JAE304
271,JAE-305,JAE305,835,,1,1,2,,274,,11/1/2023,,1,,,,JAE-305,,2023,11,TRUE,11/16/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,43.4,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,305,0,305,305,0,305,305,JAE305
272,JAE-306,JAE306,837,,1,1,2,,275,,10/30/2023,,1,,,,JAE-306M,,2023,10,TRUE,11/9/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,144.2,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,306,0,306,306,0,306,306,JAE306
273,JAE-307,JAE307,838,,1,1,2,,373,,10/30/2023,,1,,,,JAE-307,,2023,10,TRUE,11/10/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,118.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,307,0,307,307,0,307,307,JAE307
274,JAE-308,JAE308,839,,1,1,2,,399,,11/29/2023,,1,,,,JAE-308,,2023,11,TRUE,12/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,105.7,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,308,0,308,308,0,308,308,JAE308
275,JAE-309 R1,JAE309R1,840,,1,1,2,,332,,12/12/2023,,1,,,,JAE-309,,2023,12,TRUE,12/25/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,91,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,309 R1,0,309 R1,309 R1,0,309 R1,309 R1,JAE309 R1
276,JAE-310,JAE310,841,,1,1,2,,3008,,12/20/2023,,1,,,,JAE-310,,2023,12,TRUE,12/27/2023,1.新規金型,,,,JAE-310１P.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,87.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,310,0,310,310,0,310,310,JAE310
277,JAE-311,JAE311,842,,1,1,2,,1141,,12/21/2023,,1,,,,JAE-311,,2023,12,TRUE,1/9/2024,1.新規金型,,,,JAE-311 2P.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,62.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,311,0,311,311,0,311,311,JAE311
278,JAE-312,JAE312,843,,1,1,2,,2470,,12/22/2023,,1,,,,JAE-312,,2024,1,TRUE,1/10/2024,1.新規金型,,,,JAE-312 2P.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,62.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,312,0,312,312,0,312,312,JAE312
279,JAE-313,JAE313,845,,1,1,2,,2865,,1/12/2024,,1,,,,JAE-313M,,2024,1,TRUE,2/1/2024,1.新規金型,,,３００００÷５０枚＝420円,JAE-313.jpg,5/20/2024,3.35,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,420,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,313,0,313,313,0,313,313,JAE313
280,JAE-314 R1,JAE314R1,848,,1,1,2,,362,,1/25/2024,,1,,,,JAE-314M,,2024,1,TRUE,2/6/2024,1.新規金型,,,,JAE-314 R1.jpg,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,72.8,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,JAE,314 R1,0,314 R1,314 R1,0,314 R1,314 R1,JAE314 R1
281,JAE-314D,JAE314D,847,,2,1,2,,4393,,1/19/2024,,1,,,,JAE-314D,,2024,1,TRUE,1/27/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,314D,0,314D,314D,0,314D,314D,JAE314D
282,JAE-315,JAE315,850,,1,1,2,2,2867,,2/9/2024,,1,,JAE-312の改造,,JAE-315M,,2024,2,TRUE,2/20/2024,1.新規金型,,,,JAE-315.jpg,5/20/2024,,1. 社内,1. 社内,,TRUE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,60.2,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,315,0,315,315,0,315,315,JAE315
283,JAE-316,JAE316,851,,1,1,2,,276,,3/4/2024,,1,,,,JAE-316,,2024,3,TRUE,3/13/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,70,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,316,0,316,316,0,316,316,JAE316
